GeneSymbol	OAM091ctrl	OAM093ctrl	OAM094ctrl	OAM091stim	OAM093stim	OAM094stim
SPNS3	4	2	7	4	1	26
SPO11	0	1	0	0	0	0
SPOCD1	2	2	16	8	8	0
SPOCK1	0	50	6	0	2	0
SPOCK2	2	1	6	7	7	65
SPOCK3	0	0	2	0	1	0
SPON1	0	1	7	0	6	0
SPON2	0	1	5	4	0	12
SPOP	0	8	23	20	89	82
SPOPL	0	0	3	5	21	0
SPP1	3	0	0	26	0	16
SPP2	0	0	0	1	1	2
SPPL2A	5	76	50	76	506	40
SPPL2B	3	3	22	10	4	16
SPPL2C	3	3	1308	5	0	0
SPPL3	66	370	3	176	345	7
SPR	3	4	0	3	12	3
SPRED1	0	3	0	0	0	9
SPRED2	56	23	16	3	27	0
SPRED3	3	1	11	6	0	0
SPRN	24	5	5	11	0	0
SPRNP1	11	9	9	6	0	0
SPRR1A	0	0	0	0	0	1
SPRR1B	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2G	0	0	0	6	3	0
SPRR3	0	0	0	0	0	0
SPRR4	0	0	0	2	0	3
SPRTN	3	0	11	3	3	0
SPRY1	5	0	3	0	0	47
SPRY2	4	3	28	0	0	0
SPRY3	9	0	0	3	0	0
SPRY4	0	0	9	3	0	0
SPRYD3	1	14	356	160	50	104
SPRYD4	9	2	9	0	16	1
SPRYD7	3	6	6	3	26	0
SPSB1	3	2	7	3	92	49
SPSB2	0	3	6	2	0	61
SPSB3	0	29	0	28	376	2
SPSB4	0	0	0	0	0	0
SPTA1	3	2	1	0	94	2
SPTAN1	176	109	87	20	331	35
SPTB	3	2	2	4	25	13
SPTBN1	1	0	2	2	1	0
SPTBN2	11	10	28	33	12	28
SPTBN4	9	8	17	8	8	12
SPTBN5	8	44	1168	121	6	27
SPTLC1	11	4	27	4	65	2
SPTLC2	9	1	45	22	384	11
SPTLC3	0	0	0	0	0	0
SPTSSA	413	0	13	3	29	6
SPTSSB	0	0	0	0	0	0
SPTY2D1	12	0	12	9	61	56
SPTY2D1-AS1	2	0	2	1	6	48
SPZ1	1	0	0	3	3	0
SQLE	5	0	10	4	3	3
SQRDL	20	57	3	90	175	253
SQSTM1	551	789	2205	1019	4264	1182
SRA1	0	91	9	35	108	23
SRBD1	1	3	1	0	5	2
SRC	18	342	620	221	1111	278
SRCAP	39	98	55	226	1543	659
SRCIN1	6	3	18	9	10	5
SRCRB4D	5	1	21	4	14	14
SRD5A1	0	0	16	10	6	1
SRD5A1P1	0	0	0	0	3	0
SRD5A2	0	0	3	2	3	0
SRD5A3	3	5	3	10	6	0
SRD5A3-AS1	0	0	0	0	3	1
SREBF1	26	13	35	74	342	48
SREBF2	13	5	21	25	769	273
SREK1	2	10	119	33	89	75
SREK1IP1	0	0	0	3	6	179
SRF	0	17	13	20	283	2
SRFBP1	5	0	1	3	0	2
SRGAP1	20	6	23	87	114	6
SRGAP2	2	0	0	4	0	1
SRGAP2-AS1	2	6	6	8	0	0
SRGAP2B	0	0	0	2	0	1
SRGAP2C	0	0	0	2	0	1
SRGAP2D	0	0	0	2	0	1
SRGAP3	0	0	11	7	0	8
SRGAP3-AS3	0	0	0	0	3	0
SRGN	199	54	628	141	2853	543
SRI	1	1	0	3	315	294
SRL	49	0	13	2	0	6
SRM	3	2	3	2	2	1
SRMS	5	0	4	12	1	0
SRP14	8	0	8	635	1840	19
SRP14-AS1	0	0	3	0	2	1
SRP19	12	31	5	40	86	24
SRP54	92	100	8	1	151	22
SRP68	2	3	14	19	353	6
SRP72	18	3	7	8	143	150
SRP9	5	3	3	7	72	0
SRPK1	89	21	12	7	50	26
SRPK2	25	7	21	20	1	18
SRPK3	4	0	2	0	3	0
SRPR	2	11	5	25	949	143
SRPRB	2	0	0	9	3	4
SRPX	3	0	0	0	0	0
SRPX2	4	1	0	0	4	0
SRR	3	2	12	3	9	3
SRRD	0	0	2	3	0	0
SRRM1	5	30	44	176	201	252
SRRM2	203	552	857	1116	2236	1986
SRRM2-AS1	3	2	7	4	0	1
SRRM3	4	0	6	3	8	6
SRRM4	1	0	1	4	1	0
SRRM5	20	0	15	4	3	3
SRRT	67	113	281	66	769	246
SRSF1	7	6	4	7	232	28
SRSF10	106	0	416	7	71	3
SRSF11	142	61	34	12	499	53
SRSF12	0	0	15	0	5	5
SRSF2	142	6	639	62	162	79
SRSF3	50	22	10	510	504	102
SRSF4	15	17	29	56	93	43
SRSF5	10	8	54	32	384	57
SRSF6	140	77	162	77	387	211
SRSF7	3	3	1	3	8	0
SRSF8	0	3	9	6	0	0
SRSF9	1	0	10	298	118	27
SRXN1	0	6	3	250	23	198
SRY	3	0	0	2	0	0
SS18	0	0	5	0	291	6
SS18L1	2	2	6	10	10	13
SS18L2	0	23	0	0	0	1
SSB	2	2	7	7	18	16
SSBP1	8	80	0	5	2	31
SSBP2	0	0	3	0	4	0
SSBP3	4	37	46	20	165	103
SSBP3-AS1	3	3	6	0	6	0
SSBP4	19	7	1	2	21	2
SSC5D	11	7	13	6	4	0
SSFA2	0	6	41	7	37	5
SSH1	88	773	16	47	124	114
SSH2	7	4	55	32	3	66
SSH3	9	1	4	0	180	7
SSMEM1	0	3	10	1	3	0
SSNA1	3	4	3	2	634	11
SSPN	0	0	0	0	3	3
SSPO	36	19	20	31	43	24
SSR1	10	35	14	127	281	12
SSR2	11	29	396	348	1237	767
SSR3	222	136	571	618	1073	351
SSR4	212	835	301	1651	1813	1650
SSR4P1	10	12	10	8	0	14
SSRP1	2	4	1	20	0	50
SSSCA1	0	6	43	0	0	0
SSSCA1-AS1	6	3	3	3	6	0
SST	0	0	0	0	0	0
SSTR1	0	354	2	0	0	0
SSTR2	6	3	6	9	100	18
SSTR3	9	3	3	6	3	0
SSTR4	9	1	0	0	6	0
SSTR5	0	0	12	4	4	0
SSTR5-AS1	9	3	3	2	13	0
SSU72	41	4	7	119	382	7
SSUH2	2	0	1	0	0	1
SSX1	0	0	0	0	0	0
SSX2	3	6	9	0	1	1
SSX2B	3	6	9	0	1	1
SSX2IP	0	9	0	0	2	0
SSX3	0	0	2	0	0	1
SSX4	2	2	30	2	7	9
SSX4B	2	2	30	3	7	9
SSX5	0	1	1	0	1	0
SSX6	0	0	0	0	0	0
SSX7	9	0	14	3	3	0
SSX8	6	1	0	2	0	7
SSX9	0	0	0	0	0	0
ST13	191	11	10	70	485	134
ST13P4	0	12	1	0	3	3
ST14	5	8	10	9	6	56
ST18	2	0	2	2	2	2
ST20	0	10	50	125	79	139
ST20-MTHFS	6	4	0	27	571	45
ST3GAL1	182	121	1751	900	5229	1357
ST3GAL2	259	144	51	343	955	259
ST3GAL3	3	0	3	4	3	0
ST3GAL4	0	0	10	1	9	2
ST3GAL4-AS1	14	0	0	6	1	0
ST3GAL5	0	0	1	7	0	0
ST3GAL6	125	0	2	0	0	1
ST3GAL6-AS1	0	0	2	0	0	2
ST5	1	1	1	2	2	1
ST6GAL1	4	3	29	0	28	37
ST6GAL2	78	2	0	2	0	0
ST6GALNAC1	2	4	5	8	0	1
ST6GALNAC2	0	2	2	6	4	2
ST6GALNAC3	0	0	2	5	0	0
ST6GALNAC4	0	0	15	9	0	10
ST6GALNAC5	0	0	0	0	0	0
ST6GALNAC6	5	6	8	3	0	149
ST7	0	0	0	0	0	12
ST7-AS1	0	3	0	0	0	0
ST7-AS2	2	0	0	0	0	1
ST7-OT3	0	0	0	0	0	3
ST7-OT4	0	0	1	0	1	0
ST7L	3	0	11	3	10	11
ST8SIA1	0	0	0	0	3	4
ST8SIA2	0	0	0	0	1	1
ST8SIA3	7	0	11	3	0	3
ST8SIA4	0	0	1	0	1	58
ST8SIA5	0	0	0	3	0	0
ST8SIA6	3	0	0	2	6	0
ST8SIA6-AS1	0	0	6	0	1	0
STAB1	12	4	20	13	9	165
STAB2	0	0	8	5	1	2
STAC	0	0	0	0	1	0
STAC2	6	3	6	0	2	0
STAC3	6	0	3	4	3	3
STAG1	4	4	4	1	19	6
STAG2	6	57	287	47	154	122
STAG3	8	21	12	7	28	10
STAG3L1	23	23	11	166	58	20
STAG3L2	18	24	96	211	118	72
STAG3L3	23	23	11	185	59	22
STAG3L4	0	0	5	9	6	6
STAG3L5P	5	2	7	0	0	4
STAG3L5P-PVRIG2P-PILRB	11	8	19	19	372	5
STAM	0	13	5	6	124	1
STAM-AS1	0	0	0	6	0	0
STAM2	3	0	10	101	5	2
STAMBP	4	7	12	1	10	0
STAMBPL1	2	0	0	2	0	2
STAP1	0	0	1	0	1	1
STAP2	1	3	9	3	4	1
STAR	6	0	2	19	1	1
STARD10	5	3	12	10	15	234
STARD13	2	0	0	1	0	3
STARD13-AS	0	0	0	0	0	0
STARD3	74	72	733	197	1786	747
STARD3NL	0	6	41	4	225	26
STARD4	0	9	0	54	47	0
STARD4-AS1	0	7	0	4	27	0
STARD5	0	0	97	4	0	104
STARD6	0	0	0	0	1	2
STARD7	5	63	160	47	89	3
STARD7-AS1	0	6	23	12	37	4
STARD8	0	1	0	2	0	12
STARD9	11	0	14	25	10	41
STAT1	3	15	98	35	70	96
STAT2	6	7	144	92	717	710
STAT3	17	82	1311	686	1774	1205
STAT4	0	1	4	0	57	12
STAT5A	4	105	23	7	517	128
STAT5B	94	12	67	80	12	243
STAT6	6	25	2	326	224	48
STATH	0	0	0	0	0	0
STAU1	6	18	275	74	289	162
STAU2	2	0	4	42	12	0
STAU2-AS1	0	2	0	0	0	0
STBD1	0	0	5	0	0	0
STC1	0	0	0	0	0	0
STC2	0	0	15	2	6	0
STEAP1	0	0	0	0	0	3
STEAP1B	2	0	0	0	1	0
STEAP2	0	1	3	2	0	0
STEAP2-AS1	0	0	0	0	0	0
STEAP3	62	1	2	0	85	226
STEAP4	0	0	0	5	2	6
STH	0	0	0	0	2	0
STIL	7	3	14	2	0	10
STIM1	1	20	38	12	12	102
STIM2	0	0	3	0	105	56
STIP1	2	5	5	24	185	30
STK10	108	197	270	226	950	313
STK11	29	18	71	15	64	68
STK11IP	3	0	24	170	303	193
STK16	1	1	7	6	4	0
STK17A	5	3	2	250	89	14
STK17B	0	0	8	55	108	149
STK19	11	0	6	23	8	359
STK24	9	6	2	6	59	63
STK25	3	52	3	11	31	58
STK3	1	0	3	38	52	7
STK31	0	2	0	1	1	3
STK32A	1	0	5	0	0	0
STK32B	0	2	6	0	0	0
STK32C	0	2	4	3	0	3
STK33	0	0	1	1	0	2
STK35	3	7	2	0	543	3
STK36	1	2	1	6	1	19
STK38	25	10	45	37	80	394
STK38L	103	0	3	3	0	0
STK39	7	0	2	9	0	5
STK4	59	41	162	817	227	55
STK4-AS1	0	0	2	6	0	3
STK40	61	72	302	228	550	114
STL	3	0	0	3	92	1
STMN1	24	0	4	2	0	1
STMN2	0	0	3	0	0	0
STMN3	3	6	0	8	1	10
STMN4	0	0	0	0	0	0
STMND1	0	4	0	0	0	6
STOM	181	76	25	193	330	657
STOML1	0	3	1	0	1	0
STOML2	7	47	21	6	48	17
STOML3	2	0	0	0	0	0
STON1	3	25	12	0	3	0
STON1-GTF2A1L	4	27	7	0	3	7
STON2	0	4	6	4	7	1
STOX1	5	0	7	3	0	2
STOX2	0	3	0	8	9	0
STPG1	3	0	5	1	1	0
STPG2	1	0	0	0	0	0
STPG2-AS1	0	0	1	0	0	0
STRA13	0	1	11	1	0	0
STRA6	18	0	12	2	0	5
STRA8	0	0	1	4	0	0
STRADA	40	7	6	3	0	65
STRADB	1	2	1	2	0	0
STRAP	5	50	3	17	11	0
STRBP	2	0	0	0	1	0
STRC	14	9	9	12	1	14
STRIP1	1	19	0	22	178	31
STRIP2	0	3	20	47	50	35
STRN	4	5	16	0	3	18
STRN3	0	5	1	41	129	89
STRN4	52	39	35	192	104	314
STS	0	3	0	0	286	0
STT3A	6	4	80	75	529	354
STT3B	0	6	0	9	20	1
STUB1	60	122	190	29	541	47
STX10	3	107	12	4	20	37
STX11	92	188	14	29	403	20
STX12	4	6	2	3	103	55
STX16	5	27	10	8	581	29
STX16-NPEPL1	11	124	24	9	56	55
STX17	2	4	3	48	6	3
STX18	130	2	2	33	0	4
STX18-AS1	0	0	2	0	0	0
STX19	0	0	0	0	1	0
STX1A	1	7	9	0	84	0
STX1B	1	4	5	4	12	2
STX2	6	67	5	0	44	0
STX3	13	25	31	22	17	102
STX4	382	4	17	262	453	788
STX5	1	38	8	49	290	244
STX6	654	9	9	19	118	255
STX7	0	20	6	12	17	1
STX8	0	0	0	0	1	0
STXBP1	9	3	14	9	630	6
STXBP2	122	84	67	1457	985	449
STXBP3	2	3	1	12	4	3
STXBP4	1	4	4	0	0	0
STXBP5	37	15	21	5	44	321
STXBP5-AS1	2	5	10	2	2	0
STXBP5L	4	1	2	0	0	0
STXBP6	0	0	3	0	0	1
STYK1	0	0	3	1	0	0
STYX	0	0	2	121	0	95
STYXL1	264	0	8	2	24	2
SUB1	2	53	9	37	62	56
SUCLA2	0	0	0	6	1	1
SUCLG1	0	2	2	0	0	0
SUCLG2	4	0	1	38	1	1
SUCLG2-AS1	0	0	0	0	0	0
SUCNR1	0	0	0	0	103	3
SUCO	1	0	5	1	0	5
SUDS3	2	12	7	15	19	0
SUFU	3	3	5	2	1	0
SUGCT	0	0	1	1	1	2
SUGP1	32	2	13	12	1001	127
SUGP2	51	41	32	14	34	10
SUGT1	8	0	21	6	75	5
SUGT1P1	0	0	0	0	0	0
SUGT1P3	0	0	0	0	0	2
SULF1	4	0	3	3	0	2
SULF2	12	5	8	326	2	11
SULT1A1	0	6	2	10	0	2
SULT1A2	1	3	5	0	0	0
SULT1A3	3	24	7	44	63	13
SULT1A4	3	24	7	44	63	13
SULT1B1	1	0	0	0	0	0
SULT1C2	0	0	3	0	0	0
SULT1C2P1	0	0	0	0	4	0
SULT1C3	0	0	0	0	0	0
SULT1C4	0	1	2	0	0	4
SULT1E1	0	0	0	1	0	0
SULT2A1	9	3	19	6	10	10
SULT2B1	8	2	12	22	0	1
SULT4A1	2	0	4	3	6	1
SULT6B1	1	0	4	1	0	0
SUMF1	3	1	0	0	324	6
SUMF2	4	2	11	7	39	10
SUMO1	0	1	67	3	592	0
SUMO1P1	3	0	0	0	0	1
SUMO1P3	0	0	45	17	99	0
SUMO2	3	0	29	287	23	109
SUMO3	128	16	656	52	556	269
SUMO4	1	0	0	0	0	0
SUN1	6	4	5	15	3	1
SUN2	1416	184	1020	457	807	1249
SUN3	1	4	2	0	0	0
SUN5	0	0	0	0	1	2
SUOX	9	2	3	0	0	1
SUPT16H	10	151	11	82	98	25
SUPT20H	9	1	4	3	0	158
SUPT20HL1	6	3	3	0	0	0
SUPT20HL2	3	0	3	3	0	0
SUPT3H	3	0	0	3	0	3
SUPT4H1	14	247	61	3	101	78
SUPT5H	95	88	118	353	576	416
SUPT6H	18	33	109	53	727	310
SUPT7L	0	3	42	12	2	1
SUPV3L1	1	28	3	75	356	2
SURF1	0	0	2	42	8	1
SURF2	0	0	32	2	3	0
SURF4	0	36	235	75	677	34
SURF6	12	1	0	12	3	76
SUSD1	17	40	4	4	9	90
SUSD2	15	3	0	6	3	9
SUSD3	1	4	0	0	0	0
SUSD4	4	0	3	3	1	0
SUSD5	0	4	5	0	12	4
SUV39H1	0	5	0	0	3	0
SUV39H2	0	0	0	0	3	0
SUV420H1	0	0	12	4	9	3
SUV420H2	0	6	136	1	3	8
SUZ12	10	11	21	40	243	21
SUZ12P1	1	0	1	1	8	9
SV2A	0	0	8	212	3	1
SV2B	11	1	0	0	0	0
SV2C	0	0	4	2	0	0
SVEP1	7	0	5	21	50	5
SVIL	12	53	15	164	536	93
SVILP1	0	0	1	0	0	0
SVIP	0	0	0	0	118	5
SVOP	9	3	4	3	1	0
SVOPL	1	0	2	3	3	117
SWAP70	12	5	13	257	268	85
SWI5	6	0	2	5	2	0
SWSAP1	0	0	5	1	0	0
SWT1	6	2	0	3	34	0
SYAP1	6	4	10	182	29	9
SYBU	3	0	0	0	0	2
SYCE1	0	0	2	0	2	0
SYCE1L	3	6	1	0	91	1
SYCE2	0	0	5	9	0	9
SYCE3	0	0	3	4	0	0
SYCN	0	0	6	0	0	2
SYCP1	1	0	0	3	1	0
SYCP2	0	0	4	0	0	0
SYCP2L	13	1	4	1	6	3
SYCP3	1	0	0	0	0	25
SYDE1	11	2	5	12	7	0
SYDE2	0	0	1	0	3	0
SYF2	0	73	9	150	202	160
SYK	178	161	17	99	629	292
SYMPK	3	2	32	11	7	6
SYN1	1	0	83	3	2	3
SYN2	11	1	4	0	2	1
SYN3	0	2	5	9	3	3
SYNC	30	3	21	47	5	0
SYNCRIP	4	5	7	15	197	53
SYNDIG1	0	0	2	3	0	0
SYNDIG1L	3	0	3	5	6	6
SYNE1	11	326	32	639	4	147
SYNE2	9	46	11	25	13	157
SYNE3	3	5	6	4	0	4
SYNE4	5	9	2	3	5	2
SYNGAP1	13	16	21	2	95	1
SYNGR1	9	2	7	8	101	2
SYNGR2	24	12	21	814	275	1014
SYNGR3	6	0	0	4	411	13
SYNGR4	11	2	6	8	2	4
SYNJ1	7	0	430	0	6	0
SYNJ2	12	2	24	26	16	224
SYNJ2-IT1	0	0	0	0	0	0
SYNJ2BP	3	1	0	0	12	0
SYNJ2BP-COX16	21	11	49	43	57	101
SYNM	0	9	12	3	44	3
SYNPO	0	8	11	0	13	3
SYNPO2	6	0	11	3	0	0
SYNPO2L	9	5	11	6	7	61
SYNPR	0	0	0	0	6	0
SYNPR-AS1	0	1	0	0	0	0
SYNRG	15	5	51	78	384	52
SYP	0	0	0	0	4	0
SYP-AS1	0	0	0	0	0	0
SYPL1	8	16	3	47	376	8
SYPL2	2	227	2	3	4	0
SYS1	2	1	11	38	35	2
SYS1-DBNDD2	0	0	9	4	143	1
SYT1	3	0	4	0	0	0
SYT10	3	0	0	0	2	0
SYT11	20	6	25	9	2	48
SYT12	5	13	15	9	8	7
SYT13	3	0	3	0	0	0
SYT14	1	0	0	9	0	5
SYT14L	0	3	2	0	0	0
SYT15	7	12	800	10	10	6
SYT16	0	0	0	3	0	3
SYT17	8	0	0	3	0	3
SYT2	9	1	7	3	0	0
SYT3	5	7	12	6	17	9
SYT4	0	0	0	3	3	0
SYT5	10	3	0	7	2	1
SYT6	1	3	0	6	3	0
SYT7	115	21	7	3	12	3
SYT8	4	60	7	1	4	0
SYT9	0	0	0	0	0	0
SYTL1	10	1	2	71	6	4
SYTL2	2	0	1	0	0	0
SYTL3	0	14	0	11	0	58
SYTL4	0	2	0	5	1	0
SYTL5	0	0	2	0	1	0
SYVN1	1	9	6	11	24	12
SZRD1	268	145	6	61	11	6
SZT2	151	10	52	452	36	20
T	0	0	9	2	2	4
TAAR1	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0
TAAR3	0	0	0	0	0	0
TAAR5	286	3	0	0	0	0
TAAR6	0	0	0	0	0	0
TAAR8	0	0	0	0	3	0
TAAR9	0	0	0	0	0	0
TAB1	1	3	7	1	8	32
TAB2	3	9	144	122	76	152
TAB3	2	20	12	103	34	9
TAC1	0	0	1	0	6	3
TAC3	0	0	1	0	0	2
TAC4	0	0	8	3	0	0
TACC1	63	20	10	405	1413	788
TACC2	2	1	13	3	3	4
TACC3	19	0	14	10	31	12
TACO1	1	3	36	3	10	33
TACR1	0	1	0	0	1	0
TACR2	1	1	18	3	3	0
TACR3	0	0	0	0	0	3
TACSTD2	3	2	0	0	0	0
TADA1	3	0	0	3	0	0
TADA2A	2	1	7	20	1	1
TADA2B	14	154	12	23	259	9
TADA3	99	82	38	12	239	40
TAF1	0	8	11	4	167	12
TAF10	0	1	11	40	16	0
TAF11	6	0	0	0	6	6
TAF12	0	26	1	7	4	7
TAF13	0	1	0	1	0	0
TAF15	5	0	14	0	9	26
TAF1A	3	0	0	0	343	0
TAF1B	3	0	0	0	0	1
TAF1C	3	9	9	88	26	15
TAF1D	5	25	52	0	3	55
TAF1L	3	0	3	0	3	6
TAF2	19	0	27	3	20	6
TAF3	80	29	83	0	634	13
TAF4	2	3	9	9	0	9
TAF4B	5	3	18	6	11	4
TAF5	16	10	10	13	33	12
TAF5L	3	0	4	0	4	25
TAF6	3	0	35	5	6	3
TAF6L	9	3	8	80	603	3
TAF7	15	3	6	6	0	26
TAF7L	0	0	7	1	1	2
TAF8	3	3	20	4	217	342
TAF9	0	1	6	10	47	0
TAF9B	3	0	18	0	6	18
TAGAP	2	9	2	4	26	0
TAGLN	0	0	0	4	0	0
TAGLN2	37	85	239	224	360	497
TAGLN3	0	0	0	0	38	0
TAL1	0	3	3	0	6	0
TAL2	0	0	2	0	0	2
TALDO1	51	169	26	47	1714	114
TAMM41	0	0	1	87	2	50
TANC1	7	6	7	10	2	3
TANC2	2	7	3	14	107	478
TANGO2	0	5	6	5	10	158
TANGO6	13	21	19	15	48	79
TANK	31	8	1	9	112	58
TAOK1	72	49	101	79	120	164
TAOK2	19	19	82	20	62	57
TAOK3	30	8	72	71	103	164
TAP1	349	32	90	765	276	207
TAP2	3	34	22	33	30	105
TAPBP	693	203	462	742	2595	2280
TAPBPL	4	0	0	62	2	3
TAPSAR1	0	0	10	26	174	86
TAPT1	3	2	0	0	2	5
TAPT1-AS1	0	0	3	0	0	0
TARBP1	2	3	0	5	6	2
TARBP2	0	13	1	0	2	3
TARDBP	12	10	5	18	23	9
TARM1	6	3	2	0	0	9
TARP	5	2	9	64	526	31
TARS	3	2	3	114	106	0
TARS2	0	4	3	5	9	5
TARSL2	1	0	0	28	3	6
TAS1R1	0	14	0	8	0	0
TAS1R2	6	0	3	0	0	0
TAS1R3	6	0	3	0	4	5
TAS2R1	0	0	0	3	0	6
TAS2R10	0	0	0	0	0	0
TAS2R13	0	0	0	0	3	0
TAS2R14	0	0	0	0	0	0
TAS2R16	0	0	0	0	0	0
TAS2R19	2	0	0	0	0	0
TAS2R20	0	0	0	0	0	0
TAS2R3	2	0	0	0	0	0
TAS2R30	0	0	0	0	0	0
TAS2R31	0	0	3	0	0	0
TAS2R38	0	0	6	0	0	0
TAS2R39	0	0	0	3	0	0
TAS2R4	0	0	0	2	0	0
TAS2R40	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0
TAS2R46	0	0	0	0	0	0
TAS2R5	0	0	0	3	0	0
TAS2R50	0	0	0	0	0	0
TAS2R60	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	2
TASP1	4	0	4	0	0	3
TAT	0	0	0	1	1	0
TATDN1	3	0	0	42	0	1
TATDN2	16	23	47	13	90	257
TATDN3	3	1	5	1	0	4
TAX1BP1	7	165	25	7	46	128
TAX1BP3	0	3	0	0	0	6
TAZ	4	8	5	0	14	1
TBATA	0	0	0	3	0	1
TBC1D1	0	0	0	4	181	81
TBC1D10A	0	2	3	4	6	2
TBC1D10B	110	13	24	141	453	561
TBC1D10C	7	1	2	6	2	0
TBC1D12	4	6	7	9	286	16
TBC1D13	22	22	33	66	364	781
TBC1D14	7	10	9	16	8	107
TBC1D15	3	3	4	3	237	104
TBC1D16	12	16	8	15	2	29
TBC1D17	7	7	19	14	15	355
TBC1D19	0	0	3	0	0	2
TBC1D2	14	86	357	23	1541	315
TBC1D20	12	3	9	64	15	27
TBC1D21	3	0	1	0	0	4
TBC1D22A	33	49	304	8	20	0
TBC1D22B	28	3	10	1	311	2
TBC1D23	146	0	1	4	0	21
TBC1D24	8	5	6	31	561	17
TBC1D25	6	3	24	3	234	1
TBC1D26	3	0	4	1	1	2
TBC1D28	1	3	3	2	0	3
TBC1D29	0	0	2	0	0	0
TBC1D2B	0	6	11	0	10	6
TBC1D3	144	15	84	31	21	8
TBC1D30	24	12	6	3	9	9
TBC1D31	1	7	1	0	379	7
TBC1D32	3	3	0	0	134	0
TBC1D3B	65	11	17	10	14	9
TBC1D3C	143	15	84	26	20	8
TBC1D3F	143	15	84	26	20	8
TBC1D3G	52	11	23	19	16	8
TBC1D3H	175	11	129	30	11	5
TBC1D3P1-DHX40P1	0	0	2	3	0	1
TBC1D3P2	14	6	2	4	2	7
TBC1D3P5	6	6	5	2	5	8
TBC1D4	3	0	3	4	0	1
TBC1D5	32	3	5	4	6	62
TBC1D7	26	14	7	58	89	53
TBC1D8	26	0	23	51	12	394
TBC1D8B	0	0	0	0	0	0
TBC1D9	5	8	217	17	141	746
TBC1D9B	13	13	15	29	393	678
TBCA	7	0	29	27	50	0
TBCB	2	6	4	113	468	0
TBCC	3	1	0	6	9	143
TBCCD1	5	0	0	0	1	5
TBCD	11	15	16	258	217	2080
TBCE	1	2	0	0	26	0
TBCEL	3	0	0	0	0	0
TBCK	4	5	11	0	12	0
TBK1	6	1	2	69	2	3
TBKBP1	15	11	26	29	17	36
TBL1X	33	8	46	266	636	28
TBL1XR1	19	6	175	17	31	27
TBL1Y	1	0	1	0	0	0
TBL2	8	1	4	22	7	12
TBL3	3	14	14	11	7	8
TBP	2	12	105	5	5	27
TBPL1	0	2	0	1	0	14
TBPL2	1	1	8	2	0	0
TBR1	1	6	13	0	6	0
TBRG1	2	30	3	14	747	105
TBRG4	3	5	5	1	2	3
TBX1	2	3	3	3	4	3
TBX10	1	4	1	2	1	0
TBX15	0	0	0	2	2	0
TBX18	0	0	0	0	0	3
TBX19	4	3	6	1	4	2
TBX2	6	6	4	2	3	3
TBX20	0	2	0	0	0	3
TBX21	7	74	7	5	0	35
TBX22	0	0	0	0	0	0
TBX3	2	0	0	6	0	0
TBX4	3	1	0	2	0	0
TBX5	3	0	0	1	0	0
TBX5-AS1	0	0	3	3	0	3
TBX6	2	0	4	0	0	4
TBXA2R	12	5	10	9	1	1
TBXAS1	0	33	2	2	9	2
TC2N	0	0	3	0	0	0
TCAIM	3	0	1	0	1	3
TCAM1P	3	2	15	5	10	7
TCAP	0	0	5	0	0	1
TCEA1	8	0	28	3	69	3
TCEA2	7	1	9	3	15	1
TCEA3	3	5	0	1	0	1
TCEAL1	0	0	5	0	0	0
TCEAL2	0	0	0	0	0	0
TCEAL3	0	3	0	0	0	0
TCEAL4	0	0	0	94	0	3
TCEAL5	0	0	0	0	0	0
TCEAL6	0	0	0	0	0	0
TCEAL7	0	0	0	0	0	0
TCEAL8	0	0	0	4	6	36
TCEANC	3	0	6	2	0	0
TCEANC2	9	1	3	1	268	6
TCEB1	43	12	2	13	182	3
TCEB2	0	15	0	17	345	545
TCEB3	10	13	14	26	250	80
TCEB3B	0	0	3	0	6	0
TCEB3C	57	68	144	25	26	102
TCEB3CL	58	57	97	11	24	88
TCEB3CL2	60	72	120	22	27	98
TCERG1	2	1	11	0	4	3
TCERG1L	0	0	2	2	1	1
TCF12	5	2	1	0	282	215
TCF15	0	0	0	6	2	2
TCF19	3	4	3	2	0	5
TCF20	36	12	14	79	12	1188
TCF21	1	0	0	0	0	0
TCF23	7	2	7	0	3	0
TCF24	0	2	0	0	5	3
TCF25	202	60	369	1145	2871	477
TCF3	2	4	319	14	0	8
TCF4	0	14	106	11	0	2
TCF7	4	3	19	10	8	30
TCF7L1	3	7	3	0	4	4
TCF7L2	37	33	20	28	231	47
TCFL5	41	0	2	9	0	3
TCHH	3	0	6	8	0	2
TCHHL1	0	1	1	0	0	0
TCHP	5	0	13	75	1	6
TCIRG1	801	315	39	235	3667	1066
TCL1A	0	1	1	0	3	0
TCL1B	0	1	0	0	5	1
TCL6	0	0	0	0	7	3
TCN1	3	0	0	0	0	1
TCN2	3	0	14	0	1	11
TCOF1	4	4	0	27	28	5
TCP1	5	36	2	45	328	0
TCP10	0	1	0	0	0	0
